Timestamp,Open,High,Low,Close,Volume,Timestamp2
1692341700,19288.1,19294.9,19282.4,19293.6,0,2023-08-18 12:25:00+05:30
1692342000,19294.5,19301.2,19290.1,19295.9,0,2023-08-18 12:30:00+05:30
1692342300,19296.2,19300.7,19293.8,19296.7,0,2023-08-18 12:35:00+05:30
1692342600,19297.5,19300.8,19293.9,19296.8,0,2023-08-18 12:40:00+05:30
1692342900,19296.8,19298.2,19292.0,19292.4,0,2023-08-18 12:45:00+05:30
1692343200,19293.2,19298.5,19285.9,19286.6,0,2023-08-18 12:50:00+05:30
1692343500,19287.1,19293.0,19284.8,19290.7,0,2023-08-18 12:55:00+05:30
1692343800,19290.2,19300.8,19290.2,19294.9,0,2023-08-18 13:00:00+05:30
1692344100,19295.4,19295.4,19272.9,19273.2,0,2023-08-18 13:05:00+05:30
1692344400,19273.9,19278.1,19266.7,19268.6,0,2023-08-18 13:10:00+05:30
1692344700,19269.0,19279.3,19264.2,19276.8,0,2023-08-18 13:15:00+05:30
1692345000,19277.3,19279.4,19273.1,19274.5,0,2023-08-18 13:20:00+05:30
1692345300,19275.0,19277.1,19267.3,19275.2,0,2023-08-18 13:25:00+05:30
1692345600,19276.6,19285.0,19274.9,19279.4,0,2023-08-18 13:30:00+05:30
1692345900,19279.7,19281.3,19261.4,19263.0,0,2023-08-18 13:35:00+05:30
1692346200,19265.1,19273.1,19260.3,19263.6,0,2023-08-18 13:40:00+05:30
1692346500,19263.9,19280.9,19262.7,19280.6,0,2023-08-18 13:45:00+05:30
1692346800,19280.3,19293.3,19278.7,19288.8,0,2023-08-18 13:50:00+05:30
1692347100,19289.3,19308.9,19284.4,19304.5,0,2023-08-18 13:55:00+05:30
1692347400,19305.6,19341.3,19303.4,19341.2,0,2023-08-18 14:00:00+05:30
1692347700,19341.1,19342.9,19328.7,19334.8,0,2023-08-18 14:05:00+05:30
1692348000,19335.2,19357.2,19334.7,19353.8,0,2023-08-18 14:10:00+05:30
1692348300,19353.3,19373.8,19352.8,19369.6,0,2023-08-18 14:15:00+05:30
1692348600,19370.5,19370.5,19352.9,19355.4,0,2023-08-18 14:20:00+05:30
1692348900,19356.2,19365.8,19352.2,19362.2,0,2023-08-18 14:25:00+05:30
1692349200,19363.8,19367.9,19353.2,19361.6,0,2023-08-18 14:30:00+05:30
1692349500,19362.4,19363.1,19340.3,19344.3,0,2023-08-18 14:35:00+05:30
1692349800,19345.6,19356.4,19342.3,19348.5,0,2023-08-18 14:40:00+05:30
1692350100,19348.3,19357.8,19341.7,19344.2,0,2023-08-18 14:45:00+05:30
1692350400,19345.1,19351.3,19335.2,19338.7,0,2023-08-18 14:50:00+05:30
1692350700,19339.6,19351.0,19334.8,19337.3,0,2023-08-18 14:55:00+05:30
1692351000,19339.2,19351.8,19318.2,19325.1,0,2023-08-18 15:00:00+05:30
1692351300,19324.7,19327.2,19306.5,19312.4,0,2023-08-18 15:05:00+05:30
1692351600,19312.8,19322.8,19310.3,19316.3,0,2023-08-18 15:10:00+05:30
1692351900,19316.8,19316.8,19296.9,19308.3,0,2023-08-18 15:15:00+05:30
1692352200,19310.4,19310.4,19288.1,19297.6,0,2023-08-18 15:20:00+05:30
1692352500,19296.4,19304.5,19277.0,19281.5,0,2023-08-18 15:25:00+05:30
1692589500,19320.7,19352.2,19302.5,19344.6,0,2023-08-21 09:15:00+05:30
1692589800,19345.8,19356.2,19339.2,19355.1,0,2023-08-21 09:20:00+05:30
1692590100,19355.6,19363.9,19352.8,19362.6,0,2023-08-21 09:25:00+05:30
1692590400,19363.2,19368.0,19355.4,19355.4,0,2023-08-21 09:30:00+05:30
1692590700,19355.2,19362.1,19352.5,19360.7,0,2023-08-21 09:35:00+05:30
1692591000,19361.2,19361.6,19349.4,19352.3,0,2023-08-21 09:40:00+05:30
1692591300,19352.2,19359.3,19327.5,19332.9,0,2023-08-21 09:45:00+05:30
1692591600,19333.3,19334.0,19314.4,19314.4,0,2023-08-21 09:50:00+05:30
1692591900,19314.5,19324.9,19313.0,19323.7,0,2023-08-21 09:55:00+05:30
1692592200,19323.7,19323.7,19305.8,19318.3,0,2023-08-21 10:00:00+05:30
1692592500,19318.8,19319.2,19303.0,19305.2,0,2023-08-21 10:05:00+05:30
1692592800,19305.7,19315.2,19296.3,19303.8,0,2023-08-21 10:10:00+05:30
1692593100,19302.8,19317.6,19301.2,19314.5,0,2023-08-21 10:15:00+05:30
1692593400,19315.2,19322.1,19312.3,19322.1,0,2023-08-21 10:20:00+05:30
1692593700,19321.7,19339.4,19318.7,19338.6,0,2023-08-21 10:25:00+05:30
1692594000,19338.7,19350.8,19338.7,19349.3,0,2023-08-21 10:30:00+05:30
1692594300,19349.6,19354.4,19347.0,19350.5,0,2023-08-21 10:35:00+05:30
1692594600,19350.4,19351.8,19342.6,19345.3,0,2023-08-21 10:40:00+05:30
1692594900,19345.8,19348.4,19340.0,19348.0,0,2023-08-21 10:45:00+05:30
1692595200,19348.2,19359.3,19344.2,19359.2,0,2023-08-21 10:50:00+05:30
1692595500,19358.8,19368.1,19358.2,19361.6,0,2023-08-21 10:55:00+05:30
1692595800,19362.4,19365.1,19358.1,19364.1,0,2023-08-21 11:00:00+05:30
1692596100,19363.7,19373.6,19361.8,19370.5,0,2023-08-21 11:05:00+05:30
1692596400,19371.7,19379.8,19371.6,19374.4,0,2023-08-21 11:10:00+05:30
1692596700,19374.4,19377.2,19366.7,19371.5,0,2023-08-21 11:15:00+05:30
1692597000,19370.8,19379.9,19370.8,19378.8,0,2023-08-21 11:20:00+05:30
1692597300,19378.3,19379.2,19369.5,19370.2,0,2023-08-21 11:25:00+05:30
1692597600,19369.6,19370.8,19357.5,19364.2,0,2023-08-21 11:30:00+05:30
1692597900,19364.6,19367.9,19361.6,19365.9,0,2023-08-21 11:35:00+05:30
1692598200,19366.2,19373.8,19363.1,19373.3,0,2023-08-21 11:40:00+05:30
1692598500,19373.8,19384.7,19372.0,19383.1,0,2023-08-21 11:45:00+05:30
1692598800,19383.3,19387.9,19380.4,19384.1,0,2023-08-21 11:50:00+05:30
1692599100,19383.6,19384.2,19374.9,19378.3,0,2023-08-21 11:55:00+05:30
1692599400,19378.3,19382.8,19372.6,19375.7,0,2023-08-21 12:00:00+05:30
1692599700,19375.7,19385.8,19371.9,19382.8,0,2023-08-21 12:05:00+05:30
1692600000,19383.4,19388.4,19371.3,19373.3,0,2023-08-21 12:10:00+05:30
1692600300,19373.6,19377.1,19369.7,19371.3,0,2023-08-21 12:15:00+05:30
1692600600,19371.9,19383.2,19370.1,19379.6,0,2023-08-21 12:20:00+05:30
1692600900,19380.4,19382.8,19376.5,19378.2,0,2023-08-21 12:25:00+05:30
1692601200,19378.0,19385.4,19376.3,19380.5,0,2023-08-21 12:30:00+05:30
1692601500,19379.9,19387.4,19379.4,19386.4,0,2023-08-21 12:35:00+05:30
1692601800,19386.2,19402.1,19385.8,19396.4,0,2023-08-21 12:40:00+05:30
1692602100,19396.7,19401.4,19390.6,19392.3,0,2023-08-21 12:45:00+05:30
1692602400,19392.4,19393.9,19384.6,19385.2,0,2023-08-21 12:50:00+05:30
1692602700,19384.6,19395.4,19384.0,19394.8,0,2023-08-21 12:55:00+05:30
1692603000,19394.3,19399.7,19392.9,19399.3,0,2023-08-21 13:00:00+05:30
1692603300,19398.6,19406.9,19397.4,19400.2,0,2023-08-21 13:05:00+05:30
1692603600,19400.2,19407.4,19398.3,19403.2,0,2023-08-21 13:10:00+05:30
1692603900,19403.7,19412.5,19401.8,19405.8,0,2023-08-21 13:15:00+05:30
1692604200,19405.2,19406.4,19393.8,19393.8,0,2023-08-21 13:20:00+05:30
1692604500,19394.1,19397.5,19387.8,19389.1,0,2023-08-21 13:25:00+05:30
1692604800,19389.6,19401.2,19387.2,19397.7,0,2023-08-21 13:30:00+05:30
1692605100,19398.4,19403.1,19393.8,19396.9,0,2023-08-21 13:35:00+05:30
1692605400,19396.9,19399.1,19392.3,19398.4,0,2023-08-21 13:40:00+05:30
1692605700,19399.8,19409.8,19396.6,19407.3,0,2023-08-21 13:45:00+05:30
1692606000,19407.6,19410.4,19404.7,19407.2,0,2023-08-21 13:50:00+05:30
1692606300,19407.9,19410.2,19403.6,19408.8,0,2023-08-21 13:55:00+05:30
1692606600,19408.2,19415.1,19407.6,19412.2,0,2023-08-21 14:00:00+05:30
1692606900,19413.3,19413.3,19396.8,19398.0,0,2023-08-21 14:05:00+05:30
1692607200,19398.3,19402.6,19384.8,19389.4,0,2023-08-21 14:10:00+05:30
1692607500,19389.8,19395.2,19386.8,19392.2,0,2023-08-21 14:15:00+05:30
1692607800,19391.9,19403.5,19389.8,19399.1,0,2023-08-21 14:20:00+05:30
1692608100,19399.4,19399.8,19393.9,19395.8,0,2023-08-21 14:25:00+05:30
1692608400,19395.3,19403.6,19392.6,19393.7,0,2023-08-21 14:30:00+05:30
1692608700,19393.4,19404.8,19392.2,19396.2,0,2023-08-21 14:35:00+05:30
1692609000,19395.7,19402.0,19387.2,19401.5,0,2023-08-21 14:40:00+05:30
1692609300,19401.1,19409.9,19400.4,19407.8,0,2023-08-21 14:45:00+05:30
1692609600,19406.8,19410.7,19403.8,19405.1,0,2023-08-21 14:50:00+05:30
1692609900,19404.7,19417.7,19403.7,19417.4,0,2023-08-21 14:55:00+05:30
1692610200,19416.8,19425.9,19399.8,19404.4,0,2023-08-21 15:00:00+05:30
1692610500,19403.4,19403.7,19390.7,19398.4,0,2023-08-21 15:05:00+05:30
1692610800,19397.3,19399.7,19394.0,19397.8,0,2023-08-21 15:10:00+05:30
1692611100,19396.7,19397.8,19389.4,19389.8,0,2023-08-21 15:15:00+05:30
1692611400,19390.0,19390.1,19376.6,19382.5,0,2023-08-21 15:20:00+05:30
1692611700,19382.3,19387.6,19376.4,19380.2,0,2023-08-21 15:25:00+05:30
1692675900,19417.1,19429.1,19401.9,19407.9,0,2023-08-22 09:15:00+05:30
1692676200,19406.4,19409.6,19389.0,19402.3,0,2023-08-22 09:20:00+05:30
1692676500,19402.7,19428.6,19398.0,19428.2,0,2023-08-22 09:25:00+05:30
1692676800,19428.1,19433.6,19422.8,19425.7,0,2023-08-22 09:30:00+05:30
1692677100,19428.8,19436.8,19426.4,19435.8,0,2023-08-22 09:35:00+05:30
1692677400,19436.3,19441.1,19431.3,19439.9,0,2023-08-22 09:40:00+05:30
1692677700,19440.8,19443.5,19428.6,19429.2,0,2023-08-22 09:45:00+05:30
1692678000,19429.0,19430.5,19388.4,19389.2,0,2023-08-22 09:50:00+05:30
1692678300,19390.1,19408.8,19381.4,19395.8,0,2023-08-22 09:55:00+05:30
1692678600,19395.0,19403.4,19389.4,19398.9,0,2023-08-22 10:00:00+05:30
1692678900,19398.2,19408.5,19389.9,19408.5,0,2023-08-22 10:05:00+05:30
1692679200,19407.4,19407.8,19398.4,19400.6,0,2023-08-22 10:10:00+05:30
1692679500,19401.2,19418.5,19401.2,19417.4,0,2023-08-22 10:15:00+05:30
1692679800,19418.2,19418.8,19408.1,19408.8,0,2023-08-22 10:20:00+05:30
1692680100,19408.4,19414.7,19403.2,19412.6,0,2023-08-22 10:25:00+05:30
1692680400,19412.8,19421.8,19410.7,19421.8,0,2023-08-22 10:30:00+05:30
1692680700,19422.7,19425.9,19419.2,19422.8,0,2023-08-22 10:35:00+05:30
1692681000,19422.4,19422.4,19415.8,19419.2,0,2023-08-22 10:40:00+05:30
1692681300,19418.7,19419.5,19411.9,19417.7,0,2023-08-22 10:45:00+05:30
1692681600,19417.1,19420.7,19415.6,19420.0,0,2023-08-22 10:50:00+05:30
1692681900,19419.7,19420.6,19408.9,19409.9,0,2023-08-22 10:55:00+05:30
1692682200,19409.3,19415.8,19406.1,19413.7,0,2023-08-22 11:00:00+05:30
1692682500,19413.6,19418.2,19411.8,19416.9,0,2023-08-22 11:05:00+05:30
1692682800,19417.2,19420.3,19409.6,19414.9,0,2023-08-22 11:10:00+05:30
1692683100,19415.8,19419.2,19410.2,19414.2,0,2023-08-22 11:15:00+05:30
1692683400,19412.8,19420.8,19412.2,19416.7,0,2023-08-22 11:20:00+05:30
1692683700,19414.8,19422.9,19414.0,19420.8,0,2023-08-22 11:25:00+05:30
1692684000,19421.4,19425.8,19417.3,19421.6,0,2023-08-22 11:30:00+05:30
1692684300,19421.6,19424.7,19418.1,19423.1,0,2023-08-22 11:35:00+05:30
1692684600,19422.0,19427.6,19420.6,19425.4,0,2023-08-22 11:40:00+05:30
1692684900,19425.1,19428.2,19419.8,19424.7,0,2023-08-22 11:45:00+05:30
1692685200,19424.8,19434.2,19424.7,19430.1,0,2023-08-22 11:50:00+05:30
1692685500,19429.9,19432.8,19426.9,19428.8,0,2023-08-22 11:55:00+05:30
1692685800,19429.9,19436.3,19428.4,19434.4,0,2023-08-22 12:00:00+05:30
1692686100,19435.1,19440.4,19427.5,19428.8,0,2023-08-22 12:05:00+05:30
1692686400,19428.8,19434.0,19426.7,19431.8,0,2023-08-22 12:10:00+05:30
1692686700,19432.9,19434.6,19418.5,19420.7,0,2023-08-22 12:15:00+05:30
1692687000,19421.2,19426.7,19417.4,19423.8,0,2023-08-22 12:20:00+05:30
1692687300,19424.3,19428.9,19418.8,19425.7,0,2023-08-22 12:25:00+05:30
1692687600,19425.8,19429.3,19420.5,19426.6,0,2023-08-22 12:30:00+05:30
1692687900,19427.8,19429.6,19423.3,19425.1,0,2023-08-22 12:35:00+05:30
1692688200,19425.9,19429.6,19422.8,19423.9,0,2023-08-22 12:40:00+05:30
1692688500,19422.5,19428.1,19422.3,19426.6,0,2023-08-22 12:45:00+05:30
1692688800,19427.6,19433.2,19425.3,19428.9,0,2023-08-22 12:50:00+05:30
1692689100,19430.1,19433.8,19424.8,19431.4,0,2023-08-22 12:55:00+05:30
1692689400,19432.8,19434.9,19420.9,19420.9,0,2023-08-22 13:00:00+05:30
1692689700,19422.3,19423.6,19413.7,19420.8,0,2023-08-22 13:05:00+05:30
1692690000,19421.4,19428.5,19418.2,19424.2,0,2023-08-22 13:10:00+05:30
1692690300,19424.4,19426.2,19418.8,19425.0,0,2023-08-22 13:15:00+05:30
1692690600,19424.6,19428.8,19420.7,19421.8,0,2023-08-22 13:20:00+05:30
1692690900,19422.1,19425.1,19418.5,19422.7,0,2023-08-22 13:25:00+05:30
1692691200,19423.1,19430.0,19421.2,19427.2,0,2023-08-22 13:30:00+05:30
1692691500,19428.1,19430.7,19418.2,19422.2,0,2023-08-22 13:35:00+05:30
1692691800,19422.9,19426.1,19416.5,19419.4,0,2023-08-22 13:40:00+05:30
1692692100,19419.7,19420.1,19407.2,19411.1,0,2023-08-22 13:45:00+05:30
1692692400,19411.2,19418.3,19410.3,19414.0,0,2023-08-22 13:50:00+05:30
1692692700,19413.1,19416.7,19406.9,19409.1,0,2023-08-22 13:55:00+05:30
1692693000,19410.3,19411.4,19399.8,19405.6,0,2023-08-22 14:00:00+05:30
1692693300,19406.1,19411.6,19403.3,19410.7,0,2023-08-22 14:05:00+05:30
1692693600,19410.1,19418.9,19408.1,19413.9,0,2023-08-22 14:10:00+05:30
1692693900,19413.2,19416.9,19409.1,19412.5,0,2023-08-22 14:15:00+05:30
1692694200,19411.8,19417.4,19405.5,19407.6,0,2023-08-22 14:20:00+05:30
1692694500,19407.8,19413.2,19405.8,19407.6,0,2023-08-22 14:25:00+05:30
1692694800,19408.4,19414.6,19405.2,19406.9,0,2023-08-22 14:30:00+05:30
1692695100,19407.2,19407.7,19394.5,19396.2,0,2023-08-22 14:35:00+05:30
1692695400,19395.9,19404.9,19395.9,19401.9,0,2023-08-22 14:40:00+05:30
1692695700,19401.8,19403.9,19395.4,19398.5,0,2023-08-22 14:45:00+05:30
1692696000,19397.5,19400.8,19381.3,19391.9,0,2023-08-22 14:50:00+05:30
1692696300,19391.0,19401.3,19390.3,19393.4,0,2023-08-22 14:55:00+05:30
1692696600,19394.4,19412.6,19387.8,19408.3,0,2023-08-22 15:00:00+05:30
1692696900,19408.3,19411.7,19384.6,19399.2,0,2023-08-22 15:05:00+05:30
1692697200,19398.4,19399.7,19386.9,19391.4,0,2023-08-22 15:10:00+05:30
1692697500,19390.7,19406.4,19387.1,19402.8,0,2023-08-22 15:15:00+05:30
1692697800,19402.5,19403.5,19389.7,19390.4,0,2023-08-22 15:20:00+05:30
1692698100,19389.8,19399.0,19384.9,19390.1,0,2023-08-22 15:25:00+05:30
1692762300,19439.2,19450.2,19405.0,19418.4,0,2023-08-23 09:15:00+05:30
1692762600,19419.1,19419.7,19406.0,19411.4,0,2023-08-23 09:20:00+05:30
1692762900,19410.9,19415.2,19393.6,19393.8,0,2023-08-23 09:25:00+05:30
1692763200,19394.2,19402.4,19385.6,19402.3,0,2023-08-23 09:30:00+05:30
1692763500,19401.6,19411.6,19401.6,19408.0,0,2023-08-23 09:35:00+05:30
1692763800,19408.7,19414.9,19404.3,19407.2,0,2023-08-23 09:40:00+05:30
1692764100,19407.4,19410.3,19403.3,19404.7,0,2023-08-23 09:45:00+05:30
1692764400,19404.0,19404.2,19371.4,19372.3,0,2023-08-23 09:50:00+05:30
1692764700,19373.1,19383.4,19366.6,19383.3,0,2023-08-23 09:55:00+05:30
1692765000,19383.6,19389.9,19376.2,19376.4,0,2023-08-23 10:00:00+05:30
1692765300,19376.3,19382.7,19370.2,19381.8,0,2023-08-23 10:05:00+05:30
1692765600,19382.0,19388.7,19381.6,19388.3,0,2023-08-23 10:10:00+05:30
1692765900,19388.2,19391.2,19380.1,19387.1,0,2023-08-23 10:15:00+05:30
1692766200,19386.7,19387.5,19370.3,19373.3,0,2023-08-23 10:20:00+05:30
1692766500,19373.4,19379.5,19371.8,19379.5,0,2023-08-23 10:25:00+05:30
1692766800,19379.8,19384.8,19376.2,19381.9,0,2023-08-23 10:30:00+05:30
1692767100,19381.4,19387.5,19377.6,19386.9,0,2023-08-23 10:35:00+05:30
1692767400,19387.1,19391.9,19384.1,19384.9,0,2023-08-23 10:40:00+05:30
1692767700,19385.1,19388.8,19381.4,19383.5,0,2023-08-23 10:45:00+05:30
1692768000,19383.8,19392.6,19383.8,19387.8,0,2023-08-23 10:50:00+05:30
1692768300,19387.7,19395.1,19385.5,19393.8,0,2023-08-23 10:55:00+05:30
1692768600,19393.7,19397.9,19391.7,19395.7,0,2023-08-23 11:00:00+05:30
1692768900,19395.7,19411.1,19395.5,19411.1,0,2023-08-23 11:05:00+05:30
1692769200,19411.2,19412.7,19407.3,19408.5,0,2023-08-23 11:10:00+05:30
1692769500,19409.3,19412.3,19406.3,19410.2,0,2023-08-23 11:15:00+05:30
1692769800,19409.8,19421.1,19408.3,19420.9,0,2023-08-23 11:20:00+05:30
1692770100,19420.6,19429.7,19417.2,19422.2,0,2023-08-23 11:25:00+05:30
1692770400,19421.6,19427.2,19420.6,19422.7,0,2023-08-23 11:30:00+05:30
1692770700,19423.0,19424.9,19417.9,19422.5,0,2023-08-23 11:35:00+05:30
1692771000,19422.3,19430.6,19421.8,19429.0,0,2023-08-23 11:40:00+05:30
1692771300,19428.8,19430.0,19422.1,19425.8,0,2023-08-23 11:45:00+05:30
1692771600,19426.2,19427.7,19417.8,19419.3,0,2023-08-23 11:50:00+05:30
1692771900,19420.2,19424.6,19416.3,19421.1,0,2023-08-23 11:55:00+05:30
1692772200,19422.2,19425.8,19418.7,19423.2,0,2023-08-23 12:00:00+05:30
1692772500,19423.8,19429.3,19421.3,19424.2,0,2023-08-23 12:05:00+05:30
1692772800,19424.3,19427.7,19421.4,19421.9,0,2023-08-23 12:10:00+05:30
1692773100,19422.7,19423.6,19417.7,19420.7,0,2023-08-23 12:15:00+05:30
1692773400,19420.8,19434.2,19418.2,19432.4,0,2023-08-23 12:20:00+05:30
1692773700,19433.1,19442.7,19430.3,19442.6,0,2023-08-23 12:25:00+05:30
1692774000,19441.6,19444.2,19432.3,19436.4,0,2023-08-23 12:30:00+05:30
1692774300,19437.1,19453.5,19432.4,19450.7,0,2023-08-23 12:35:00+05:30
1692774600,19451.4,19458.2,19445.2,19448.6,0,2023-08-23 12:40:00+05:30
1692774900,19448.2,19461.4,19447.7,19454.6,0,2023-08-23 12:45:00+05:30
1692775200,19454.8,19455.9,19441.8,19446.1,0,2023-08-23 12:50:00+05:30
1692775500,19447.1,19453.4,19446.2,19447.8,0,2023-08-23 12:55:00+05:30
1692775800,19448.1,19449.9,19442.8,19446.3,0,2023-08-23 13:00:00+05:30
1692776100,19446.8,19449.3,19439.6,19444.1,0,2023-08-23 13:05:00+05:30
1692776400,19444.7,19446.7,19438.6,19439.4,0,2023-08-23 13:10:00+05:30
1692776700,19439.7,19445.4,19433.2,19444.1,0,2023-08-23 13:15:00+05:30
1692777000,19444.6,19454.0,19444.6,19449.3,0,2023-08-23 13:20:00+05:30
1692777300,19449.8,19456.2,19443.7,19444.7,0,2023-08-23 13:25:00+05:30
1692777600,19444.6,19448.0,19440.7,19445.5,0,2023-08-23 13:30:00+05:30
1692777900,19445.8,19454.9,19444.9,19449.4,0,2023-08-23 13:35:00+05:30
1692778200,19449.4,19456.4,19446.7,19453.2,0,2023-08-23 13:40:00+05:30
1692778500,19452.8,19453.7,19445.2,19452.3,0,2023-08-23 13:45:00+05:30
1692778800,19451.3,19458.7,19450.2,19457.3,0,2023-08-23 13:50:00+05:30
1692779100,19458.5,19465.1,19456.8,19463.6,0,2023-08-23 13:55:00+05:30
1692779400,19464.7,19472.1,19457.3,19458.8,0,2023-08-23 14:00:00+05:30
1692779700,19459.8,19464.1,19451.2,19459.4,0,2023-08-23 14:05:00+05:30
1692780000,19460.1,19463.6,19458.2,19461.1,0,2023-08-23 14:10:00+05:30
1692780300,19461.5,19461.9,19453.2,19453.7,0,2023-08-23 14:15:00+05:30
1692780600,19454.8,19455.0,19448.7,19451.9,0,2023-08-23 14:20:00+05:30
1692780900,19453.1,19456.0,19449.0,19450.1,0,2023-08-23 14:25:00+05:30
1692781200,19451.5,19458.4,19449.3,19458.3,0,2023-08-23 14:30:00+05:30
1692781500,19458.6,19464.2,19454.4,19462.1,0,2023-08-23 14:35:00+05:30
1692781800,19461.8,19464.1,19456.2,19458.7,0,2023-08-23 14:40:00+05:30
1692782100,19460.3,19462.9,19453.8,19458.3,0,2023-08-23 14:45:00+05:30
1692782400,19458.8,19462.2,19457.1,19461.8,0,2023-08-23 14:50:00+05:30
1692782700,19462.2,19466.1,19453.6,19457.0,0,2023-08-23 14:55:00+05:30
1692783000,19457.2,19467.1,19441.0,19447.9,0,2023-08-23 15:00:00+05:30
1692783300,19448.8,19452.4,19441.2,19443.6,0,2023-08-23 15:05:00+05:30
1692783600,19444.8,19445.6,19437.0,19442.8,0,2023-08-23 15:10:00+05:30
1692783900,19443.4,19443.4,19436.2,19439.4,0,2023-08-23 15:15:00+05:30
1692784200,19440.2,19448.6,19437.0,19447.2,0,2023-08-23 15:20:00+05:30
1692784500,19446.9,19448.9,19437.1,19442.3,0,2023-08-23 15:25:00+05:30
1692848700,19535.2,19537.6,19509.5,19534.1,0,2023-08-24 09:15:00+05:30
1692849000,19534.9,19545.7,19533.6,19538.3,0,2023-08-24 09:20:00+05:30
1692849300,19538.7,19554.2,19538.7,19551.9,0,2023-08-24 09:25:00+05:30
1692849600,19551.8,19554.8,19543.7,19547.2,0,2023-08-24 09:30:00+05:30
1692849900,19548.2,19562.6,19547.1,19559.4,0,2023-08-24 09:35:00+05:30
1692850200,19557.4,19568.2,19555.9,19567.4,0,2023-08-24 09:40:00+05:30
1692850500,19567.4,19583.3,19567.4,19579.8,0,2023-08-24 09:45:00+05:30
1692850800,19579.4,19584.4,19575.4,19581.8,0,2023-08-24 09:50:00+05:30
1692851100,19583.6,19584.0,19570.3,19570.8,0,2023-08-24 09:55:00+05:30
1692851400,19571.4,19572.0,19555.4,19557.2,0,2023-08-24 10:00:00+05:30
1692851700,19557.2,19561.0,19549.1,19552.8,0,2023-08-24 10:05:00+05:30
1692852000,19552.1,19564.2,19548.8,19562.1,0,2023-08-24 10:10:00+05:30
1692852300,19562.9,19566.8,19561.3,19562.7,0,2023-08-24 10:15:00+05:30
1692852600,19563.2,19564.1,19547.1,19551.9,0,2023-08-24 10:20:00+05:30
1692852900,19551.6,19553.7,19540.2,19540.9,0,2023-08-24 10:25:00+05:30
1692853200,19540.9,19542.4,19532.7,19538.1,0,2023-08-24 10:30:00+05:30
